Villa Verde,Texas,744.000000,802.000000
Llano Grande,Texas,745.000000,802.000000
San Benito,Texas,754.000000,802.000000
Franklin Park,Florida,1217.000000,802.000000
Scissors,Texas,743.000000,802.000000
Granjeno,Texas,736.000000,802.000000
Bayview,Texas,761.000000,802.000000
Roosevelt Gardens,Florida,1217.000000,802.000000
Fort Lauderdale,Florida,1218.000000,802.000000
Bixby,Texas,748.000000,801.000000
Donna,Texas,743.000000,801.000000
Naples,Florida,1173.000000,801.000000
South Alamo,Texas,741.000000,801.000000
Sunrise,Florida,1214.000000,801.000000
Mercedes,Texas,747.000000,801.000000
Lazy Lake,Florida,1218.000000,801.000000
La Feria,Texas,749.000000,801.000000
Midway South,Texas,744.000000,801.000000
Wilton Manors,Florida,1218.000000,801.000000
Lauderhill,Florida,1216.000000,801.000000
Weslaco,Texas,745.000000,801.000000
Lauderdale Lakes,Florida,1217.000000,801.000000
Pharr,Texas,739.000000,801.000000
Solis,Texas,749.000000,800.000000
Oakland Park,Florida,1218.000000,800.000000
La Feria North,Texas,749.000000,800.000000
Alamo,Texas,741.000000,800.000000
Golden Gate,Florida,1176.000000,800.000000
Heidelberg,Texas,747.000000,800.000000
Midway North,Texas,744.000000,800.000000
San Juan,Texas,740.000000,800.000000
Arroyo Colorado Estates,Texas,755.000000,800.000000
Lozano,Texas,757.000000,800.000000
Harlingen,Texas,753.000000,800.000000
Villa del Sol,Texas,756.000000,800.000000
Lauderdale-by-the-Sea,Florida,1220.000000,800.000000
Sea Ranch Lakes,Florida,1220.000000,799.000000
Ratamosa,Texas,749.000000,799.000000
Mission,Texas,735.000000,799.000000
Juarez,Texas,752.000000,799.000000
Palm Valley,Texas,751.000000,799.000000
Tamarac,Florida,1215.000000,799.000000
Las Palmas II,Texas,751.000000,799.000000
La Tina Ranch,Texas,759.000000,799.000000
Arroyo Gardens,Texas,758.000000,799.000000
North Lauderdale,Florida,1216.000000,799.000000
Indian Hills,Texas,747.000000,799.000000
Palmview South,Texas,734.000000,799.000000
North Alamo,Texas,741.000000,799.000000
Abram,Texas,733.000000,799.000000
Mila Doce,Texas,745.000000,799.000000
Primera,Texas,751.000000,799.000000
McAllen,Texas,737.000000,799.000000
Vineyards,Florida,1175.000000,799.000000
Palmview,Texas,734.000000,799.000000
Olivarez,Texas,744.000000,799.000000
Pelican Bay,Florida,1173.000000,798.000000
Perezville,Texas,733.000000,798.000000
Rio Hondo,Texas,756.000000,798.000000
Pompano Beach,Florida,1219.000000,798.000000
Lopezville,Texas,740.000000,798.000000
Margate,Florida,1216.000000,798.000000
Combes,Texas,752.000000,798.000000
Havana,Texas,730.000000,798.000000
Penitas,Texas,732.000000,798.000000
La Joya,Texas,731.000000,798.000000
Island Walk,Florida,1175.000000,798.000000
Palmhurst,Texas,736.000000,798.000000
Muniz,Texas,742.000000,798.000000
Santa Rosa,Texas,749.000000,798.000000
Lasana,Texas,753.000000,797.000000
Naples Park,Florida,1173.000000,797.000000
Murillo,Texas,741.000000,797.000000
Coral Springs,Florida,1215.000000,797.000000
La Grulla,Texas,726.000000,797.000000
West Sharyland,Texas,735.000000,797.000000
Sullivan City,Texas,729.000000,797.000000
Tierra Bonita,Texas,749.000000,797.000000
La Homa,Texas,734.000000,797.000000
Doffing,Texas,734.000000,797.000000
Lighthouse Point,Florida,1220.000000,797.000000
Nina,Texas,728.000000,797.000000
Quesada,Texas,728.000000,797.000000
Coconut Creek,Florida,1217.000000,797.000000
Laguna Seca,Texas,746.000000,797.000000
Hillsboro Beach,Florida,1220.000000,797.000000
Alton,Texas,736.000000,797.000000
Orangetree,Florida,1179.000000,796.000000
Buena Vista,Texas,727.000000,796.000000
Edcouch,Texas,745.000000,796.000000
San Carlos,Texas,743.000000,796.000000
La Villa,Texas,746.000000,796.000000
Elsa,Texas,744.000000,796.000000
East Alto Bonito,Texas,727.000000,796.000000
Longoria,Texas,727.000000,796.000000
Pablo Pena,Texas,727.000000,796.000000
Rivereno,Texas,727.000000,796.000000
Villarreal,Texas,727.000000,796.000000
Deerfield Beach,Florida,1219.000000,796.000000
La Blanca,Texas,743.000000,796.000000
E. Lopez,Texas,727.000000,796.000000
César Chávez,Texas,741.000000,796.000000
West Alto Bonito,Texas,726.000000,796.000000
Mikes,Texas,727.000000,796.000000
La Paloma Ranchettes,Texas,727.000000,796.000000
Alto Bonito Heights,Texas,727.000000,796.000000
Valle Vista,Texas,726.000000,796.000000
Ramirez-Perez,Texas,725.000000,796.000000
Victoria Vera,Texas,725.000000,796.000000
Edinburg,Texas,740.000000,795.000000
Yznaga,Texas,749.000000,795.000000
Parkland,Florida,1215.000000,795.000000
Hillsboro Pines,Florida,1217.000000,795.000000
Olivia Lopez de Gutierrez,Texas,725.000000,795.000000
Citrus City,Texas,733.000000,795.000000
Manuel Garcia,Texas,725.000000,795.000000
El Castillo,Texas,727.000000,795.000000
Watergate,Florida,1216.000000,795.000000
Olmito and Olmito,Texas,727.000000,795.000000
Gutierrez,Texas,727.000000,795.000000
El Refugio,Texas,723.000000,795.000000
Chaparrito,Texas,724.000000,795.000000
Amada Acres,Texas,724.000000,795.000000
Camargito,Texas,724.000000,795.000000
La Puerta,Texas,724.000000,795.000000
La Victoria,Texas,727.000000,795.000000
El Chaparral,Texas,723.000000,795.000000
Sebastian,Texas,750.000000,795.000000
Garza-Salinas II,Texas,723.000000,794.000000
B and E,Texas,724.000000,794.000000
Bonita Springs,Florida,1173.000000,794.000000
Eugenio Saenz,Texas,727.000000,794.000000
Zapata Ranch,Texas,749.000000,794.000000
Doolittle,Texas,741.000000,794.000000
Las Lomas,Texas,723.000000,794.000000
Santel,Texas,720.000000,794.000000
Boca Raton,Florida,1219.000000,794.000000
Monte Alto,Texas,745.000000,794.000000
La Escondida,Texas,720.000000,793.000000
Rio Grande City,Texas,722.000000,793.000000
El Quiote,Texas,719.000000,793.000000
Los Alvarez,Texas,720.000000,793.000000
Elias-Fela Solis,Texas,727.000000,793.000000
Palo Blanco,Texas,720.000000,793.000000
Mi Ranchito Estate,Texas,720.000000,793.000000
Los Barreras,Texas,719.000000,793.000000
Campo Verde,Texas,719.000000,793.000000
Barrera,Texas,720.000000,793.000000
Fernando Salinas,Texas,721.000000,793.000000
Ranchitos del Norte,Texas,720.000000,793.000000
Flor del Rio,Texas,720.000000,793.000000
La Rosita,Texas,719.000000,793.000000
San Fernando,Texas,721.000000,793.000000
La Chuparosa,Texas,719.000000,793.000000
El Rancho Vela,Texas,723.000000,793.000000
Benjamin Perez,Texas,720.000000,793.000000
Airport Heights,Texas,721.000000,793.000000
Guadalupe Guerra,Texas,715.000000,792.000000
Los Ebanos,Texas,719.000000,792.000000
Highland Beach,Florida,1220.000000,792.000000
Escobares,Texas,718.000000,792.000000
Miguel Barrera,Texas,719.000000,792.000000
Garceno,Texas,718.000000,792.000000
Pena,Texas,718.000000,792.000000
Roma,Texas,717.000000,792.000000
Loma Vista,Texas,717.000000,792.000000
Lyford,Texas,750.000000,792.000000
Loma Linda West,Texas,719.000000,792.000000
Evergreen,Texas,716.000000,792.000000
Fronton Ranchettes,Texas,716.000000,792.000000
Fronton,Texas,715.000000,792.000000
Immokalee,Florida,1183.000000,792.000000
Ramos,Texas,716.000000,792.000000
Estero,Florida,1173.000000,792.000000
La Esperanza,Texas,720.000000,792.000000
North Escobares,Texas,718.000000,792.000000
Fort Myers Beach,Florida,1170.000000,792.000000
La Carla,Texas,724.000000,792.000000
Hargill,Texas,744.000000,791.000000
Sanibel,Florida,1165.000000,791.000000
Delray Beach,Florida,1220.000000,791.000000
Lasara,Texas,747.000000,791.000000
El Brazil,Texas,724.000000,791.000000
Casas,Texas,719.000000,790.000000
Three Oaks,Florida,1173.000000,790.000000
San Carlos Park,Florida,1172.000000,790.000000
Raymondville,Texas,750.000000,790.000000
Regino Ramirez,Texas,719.000000,790.000000
Ranchette Estates,Texas,749.000000,790.000000
Gulf Stream,Florida,1221.000000,790.000000
La Minita,Texas,715.000000,789.000000
Golf,Florida,1219.000000,789.000000
Punta Rassa,Florida,1167.000000,789.000000
San Perlita,Texas,754.000000,789.000000
Briny Breezes,Florida,1221.000000,789.000000
Salineño,Texas,714.000000,789.000000
Harlem Heights,Florida,1169.000000,789.000000
Iona,Florida,1169.000000,789.000000
Captiva,Florida,1162.000000,789.000000
Salineño North,Texas,714.000000,789.000000
Boynton Beach,Florida,1220.000000,788.000000
Ocean Ridge,Florida,1221.000000,788.000000
La Loma de Falcon,Texas,714.000000,788.000000
Cypress Lake,Florida,1170.000000,788.000000
Falconaire,Texas,714.000000,788.000000
Villas,Florida,1171.000000,788.000000
St. James City,Florida,1165.000000,788.000000
Falcon Heights,Texas,713.000000,787.000000
H. Cuellar Estates,Texas,713.000000,787.000000
McGregor,Florida,1170.000000,787.000000
Manalapan,Florida,1221.000000,787.000000
Hypoluxo,Florida,1221.000000,787.000000
San Castle,Florida,1220.000000,787.000000
Linn,Texas,741.000000,787.000000
Port Mansfield,Texas,760.000000,787.000000
Pine Manor,Florida,1171.000000,787.000000
Whiskey Creek,Florida,1171.000000,787.000000
Page Park,Florida,1171.000000,787.000000
Gateway,Florida,1174.000000,787.000000
Lantana,Florida,1221.000000,787.000000
Seminole Manor,Florida,1219.000000,787.000000
South Palm Beach,Florida,1221.000000,786.000000
Atlantis,Florida,1219.000000,786.000000
Lehigh Acres,Florida,1177.000000,786.000000
Fort Myers,Florida,1172.000000,785.000000
Lake Worth,Florida,1221.000000,785.000000
Greenacres,Florida,1218.000000,785.000000
Kenwood Estates,Florida,1219.000000,785.000000
Matlacha,Florida,1166.000000,785.000000
Palm Springs,Florida,1219.000000,785.000000
Matlacha Isles-Matlacha Shores,Florida,1166.000000,785.000000
New Falcon,Texas,714.000000,785.000000
Pine Island Center,Florida,1164.000000,785.000000
Montura,Florida,1192.000000,785.000000
Lochmoor Waterway Estates,Florida,1170.000000,785.000000
Wellington,Florida,1215.000000,784.000000
Cape Coral,Florida,1168.000000,784.000000
Acacia Villas,Florida,1219.000000,784.000000
Lake Clarke Shores,Florida,1220.000000,784.000000
Pine Air,Florida,1219.000000,784.000000
Buckingham,Florida,1175.000000,784.000000
Pineland,Florida,1163.000000,784.000000
Glen Ridge,Florida,1220.000000,784.000000
South Bay,Florida,1202.000000,783.000000
Cloud Lake,Florida,1220.000000,783.000000
Gun Club Estates,Florida,1219.000000,783.000000
Tice,Florida,1173.000000,783.000000
Royal Palm Estates,Florida,1219.000000,783.000000
Bokeelia,Florida,1164.000000,783.000000
Delmita,Texas,733.000000,783.000000
Lake Harbor,Florida,1200.000000,783.000000
Lake Belvedere Estates,Florida,1218.000000,783.000000
Palmona Park,Florida,1170.000000,783.000000
Belle Glade,Florida,1204.000000,783.000000
Haverhill,Florida,1219.000000,783.000000
Palm Beach,Florida,1221.000000,783.000000
Stacey Street,Florida,1219.000000,783.000000
Westgate,Florida,1219.000000,783.000000
Royal Palm Beach,Florida,1216.000000,783.000000
Charleston Park,Florida,1179.000000,782.000000
Lopeño,Texas,714.000000,782.000000
Loxahatchee Groves,Florida,1215.000000,782.000000
Olga,Florida,1176.000000,782.000000
San Isidro,Texas,732.000000,782.000000
Suncoast Estates,Florida,1171.000000,782.000000
Fort Myers Shores,Florida,1175.000000,782.000000
Schall Circle,Florida,1219.000000,782.000000
Alva,Florida,1178.000000,782.000000
LaBelle,Florida,1183.000000,782.000000
Pioneer,Florida,1189.000000,782.000000
North Fort Myers,Florida,1172.000000,782.000000
Harlem,Florida,1196.000000,782.000000
Fort Denaud,Florida,1181.000000,781.000000
West Palm Beach,Florida,1219.000000,781.000000
Port LaBelle,Florida,1184.000000,781.000000
Clewiston,Florida,1196.000000,781.000000
Westlake,Florida,1214.000000,781.000000
Mangonia Park,Florida,1220.000000,781.000000
Burnt Store Marina,Florida,1166.000000,780.000000
The Acreage,Florida,1215.000000,780.000000
Palm Beach Shores,Florida,1221.000000,780.000000
Riviera Beach,Florida,1220.000000,780.000000
Lake Park,Florida,1220.000000,779.000000
Pahokee,Florida,1204.000000,779.000000
North Palm Beach,Florida,1221.000000,778.000000
Moore Haven,Florida,1192.000000,778.000000
Palm Beach Gardens,Florida,1218.000000,778.000000
Juno Ridge,Florida,1220.000000,778.000000
Siesta Shores,Texas,710.000000,777.000000
Cabana Colony,Florida,1220.000000,777.000000
Canal Point,Florida,1205.000000,777.000000
Falcon Mesa,Texas,709.000000,777.000000
Falcon Lake Estates,Texas,710.000000,777.000000
Juno Beach,Florida,1220.000000,777.000000
Rotonda,Florida,1160.000000,776.000000
Punta Gorda,Florida,1166.000000,776.000000
Zapata,Texas,710.000000,776.000000
Charlotte Park,Florida,1166.000000,776.000000
Grove City,Florida,1159.000000,775.000000
Jupiter,Florida,1219.000000,775.000000
Jupiter Farms,Florida,1216.000000,775.000000
Manasota Key,Florida,1158.000000,775.000000
Medina,Texas,710.000000,775.000000
Encino,Texas,741.000000,775.000000
Solana,Florida,1167.000000,775.000000
Limestone Creek,Florida,1218.000000,774.000000
Jupiter Inlet Colony,Florida,1220.000000,774.000000
Cleveland,Florida,1168.000000,774.000000
Tequesta,Florida,1219.000000,774.000000
Englewood,Florida,1158.000000,774.000000
Charlotte Harbor,Florida,1166.000000,774.000000
Port Charlotte,Florida,1165.000000,773.000000
Harbour Heights,Florida,1167.000000,773.000000
Ramireno,Texas,706.000000,772.000000
Indiantown,Florida,1209.000000,771.000000
Jupiter Island,Florida,1219.000000,771.000000
San Ygnacio,Texas,705.000000,771.000000
South Venice,Florida,1156.000000,771.000000
Warm Mineral Springs,Florida,1160.000000,771.000000
North Port,Florida,1162.000000,770.000000
Hobe Sound,Florida,1218.000000,770.000000
Venice Gardens,Florida,1157.000000,770.000000
Venice,Florida,1156.000000,768.000000
Nokomis,Florida,1156.000000,768.000000
Buckhead Ridge,Florida,1198.000000,768.000000
Port Salerno,Florida,1217.000000,768.000000
Laurel,Florida,1155.000000,767.000000
Palm City,Florida,1214.000000,767.000000
Southeast Arcadia,Florida,1172.000000,766.000000
Stuart,Florida,1215.000000,766.000000
Osprey,Florida,1155.000000,766.000000
Sewall's Point,Florida,1217.000000,766.000000
Cantu Addition,Texas,740.000000,766.000000
Taylor Creek,Florida,1200.000000,765.000000
Rio,Florida,1215.000000,765.000000
Airport Road Addition,Texas,741.000000,765.000000
Flowella,Texas,742.000000,765.000000
Arcadia,Florida,1172.000000,765.000000
North River Shores,Florida,1215.000000,765.000000
Falfurrias,Texas,740.000000,765.000000
Sarita,Texas,750.000000,765.000000
Vamo,Florida,1154.000000,765.000000
Okeechobee,Florida,1199.000000,764.000000
Ocean Breeze,Florida,1216.000000,764.000000
Jensen Beach,Florida,1215.000000,764.000000
Cypress Quarters,Florida,1200.000000,764.000000
Thompsonville,Texas,723.000000,764.000000
Gulf Gate Estates,Florida,1154.000000,764.000000
South Fork Estates,Texas,724.000000,763.000000
Port St. Lucie,Florida,1211.000000,763.000000
Siesta Key,Florida,1153.000000,763.000000
Bee Ridge,Florida,1155.000000,763.000000
South Gate Ridge,Florida,1154.000000,763.000000
South Sarasota,Florida,1153.000000,763.000000
Ridge Wood Heights,Florida,1154.000000,763.000000
Lake Placid,Florida,1185.000000,762.000000
Lake Sarasota,Florida,1156.000000,762.000000
Riviera,Texas,749.000000,762.000000
Southgate,Florida,1154.000000,762.000000
Sarasota Springs,Florida,1155.000000,762.000000
River Park,Florida,1213.000000,762.000000
Hebbronville,Texas,725.000000,762.000000
Hutchinson Island South,Florida,1215.000000,762.000000
El Cenizo,Texas,703.000000,761.000000
Las Lomitas,Texas,726.000000,761.000000
Fruitville,Florida,1155.000000,761.000000
Sarasota,Florida,1153.000000,761.000000
Gardner,Florida,1173.000000,761.000000
Indian River Estates,Florida,1214.000000,760.000000
Premont,Texas,741.000000,760.000000
Rio Bravo,Texas,704.000000,760.000000
Kensington Park,Florida,1154.000000,760.000000
Limestone,Florida,1170.000000,760.000000
The Meadows,Florida,1155.000000,760.000000
White City,Florida,1213.000000,760.000000
North Sarasota,Florida,1154.000000,760.000000
Desoto Lakes,Florida,1154.000000,760.000000
Concepcion,Texas,734.000000,759.000000
La Presa,Texas,705.000000,759.000000
Longboat Key,Florida,1151.000000,759.000000
Fort Pierce South,Florida,1212.000000,759.000000
Whitfield,Florida,1152.000000,758.000000
Ricardo,Texas,748.000000,758.000000
Fort Pierce,Florida,1213.000000,758.000000
Bruni,Texas,721.000000,758.000000
Mirando City,Texas,717.000000,758.000000
Bayshore Gardens,Florida,1152.000000,758.000000
Realitos,Texas,730.000000,757.000000
Oilton,Texas,718.000000,757.000000
South Bradenton,Florida,1152.000000,757.000000
Fort Pierce North,Florida,1212.000000,757.000000
Bradenton Beach,Florida,1149.000000,756.000000
Cortez,Florida,1150.000000,756.000000
Sebring,Florida,1183.000000,756.000000
West Samoset,Florida,1153.000000,756.000000
Samoset,Florida,1153.000000,756.000000
Ona,Florida,1170.000000,756.000000
Tanquecitos South Acres,Texas,707.000000,756.000000
Ranchitos East,Texas,707.000000,756.000000
San Carlos II,Texas,707.000000,756.000000
Los Altos,Texas,706.000000,756.000000
San Carlos I,Texas,707.000000,756.000000
Pueblo Nuevo,Texas,708.000000,756.000000
Zolfo Springs,Florida,1174.000000,756.000000
St. Lucie Village,Florida,1213.000000,756.000000
Bradenton,Florida,1152.000000,756.000000
La Coma,Texas,709.000000,756.000000
West Bradenton,Florida,1151.000000,755.000000
Kingsville,Texas,748.000000,755.000000
Holmes Beach,Florida,1148.000000,755.000000
Palmetto,Florida,1152.000000,755.000000
Ellenton,Florida,1153.000000,754.000000
Lakewood Park,Florida,1211.000000,754.000000
Anna Maria,Florida,1148.000000,754.000000
Wauchula,Florida,1173.000000,754.000000
Memphis,Florida,1153.000000,754.000000
Laredo,Texas,704.000000,754.000000
Lemon Grove,Florida,1178.000000,753.000000
Florida Ridge,Florida,1211.000000,753.000000
South Beach,Florida,1213.000000,753.000000
Bishop,Texas,749.000000,753.000000
Fort Green Springs,Florida,1169.000000,753.000000
Avon Park,Florida,1181.000000,753.000000
Benavides,Texas,733.000000,752.000000
Los Arcos,Texas,711.000000,752.000000
Vero Beach South,Florida,1211.000000,752.000000
Los Nopalitos,Texas,711.000000,752.000000
Ranchitos Las Lomas,Texas,710.000000,751.000000
Fort Green,Florida,1169.000000,751.000000
Los Veteranos I,Texas,711.000000,751.000000
West Vero Corridor,Florida,1209.000000,751.000000
Bowling Green,Florida,1173.000000,751.000000
Colorado Acres,Texas,711.000000,751.000000
Vero Beach,Florida,1211.000000,751.000000
Los Minerales,Texas,700.000000,750.000000
Ranchos Penitas West,Texas,701.000000,750.000000
Gifford,Florida,1211.000000,750.000000
Petronila,Texas,754.000000,750.000000
Driscoll,Texas,751.000000,750.000000
Tierra Verde,Florida,1148.000000,750.000000
Yeehaw Junction,Florida,1198.000000,749.000000
Wimauma,Florida,1160.000000,749.000000
Indian River Shores,Florida,1211.000000,749.000000
Tierra Grande,Texas,755.000000,749.000000
Winter Beach,Florida,1210.000000,748.000000
Ruskin,Florida,1156.000000,748.000000
Alice Acres,Texas,741.000000,748.000000
Coyote Acres,Texas,740.000000,748.000000
Sun City Center,Florida,1158.000000,748.000000
Fellsmere,Florida,1206.000000,748.000000
La Paloma-Lost Creek,Texas,751.000000,748.000000
St. Pete Beach,Florida,1148.000000,748.000000
Corpus Christi,Texas,761.000000,748.000000
Rancho Alegre,Texas,741.000000,747.000000
Wabasso,Florida,1210.000000,747.000000
Frostproof,Florida,1181.000000,747.000000
Gulfport,Florida,1149.000000,747.000000
Wabasso Beach,Florida,1211.000000,747.000000
Alice,Texas,742.000000,747.000000
Balm,Florida,1160.000000,747.000000
San Diego,Texas,737.000000,747.000000
South Pasadena,Florida,1148.000000,747.000000
Bear Creek,Florida,1148.000000,747.000000
Fort Meade,Florida,1173.000000,747.000000
Spring Gardens,Texas,751.000000,747.000000
Tierra Verde,Texas,752.000000,747.000000
Loma Linda East,Texas,739.000000,747.000000
Apollo Beach,Florida,1157.000000,747.000000
Los Veteranos II,Texas,705.000000,746.000000
Botines,Texas,704.000000,746.000000
Orchid,Florida,1211.000000,746.000000
Treasure Island,Florida,1147.000000,746.000000
Windsor,Florida,1211.000000,746.000000
Sebastian,Florida,1209.000000,746.000000
Sunset Acres,Texas,705.000000,746.000000
Robstown,Texas,753.000000,746.000000
Bonanza Hills,Texas,704.000000,746.000000
Bradley Junction,Florida,1168.000000,746.000000
St. Petersburg,Florida,1150.000000,745.000000
Banquete,Texas,749.000000,745.000000
North San Pedro,Texas,752.000000,745.000000
Hillcrest Heights,Florida,1179.000000,745.000000
Madeira Beach,Florida,1146.000000,745.000000
Rancho Banquete,Texas,748.000000,745.000000
Homeland,Florida,1172.000000,745.000000
Port Aransas,Texas,769.000000,745.000000
Redington Beach,Florida,1146.000000,745.000000
Bay Pines,Florida,1147.000000,745.000000
Kenneth City,Florida,1148.000000,745.000000
Riverview,Florida,1160.000000,745.000000
Lealman,Florida,1149.000000,745.000000
West Lealman,Florida,1148.000000,744.000000
Crooked Lake Park,Florida,1179.000000,744.000000
Gibsonton,Florida,1158.000000,744.000000
North Redington Beach,Florida,1146.000000,744.000000
Babson Park,Florida,1181.000000,744.000000
Roseland,Florida,1209.000000,744.000000
Redington Shores,Florida,1145.000000,744.000000
Ingleside on the Bay,Texas,765.000000,744.000000
Alturas,Florida,1176.000000,744.000000
Seminole,Florida,1147.000000,744.000000
Fish Hawk,Florida,1162.000000,744.000000
Highland Park,Florida,1180.000000,743.000000
Indian Shores,Florida,1145.000000,743.000000
Bardmoor,Florida,1147.000000,743.000000
Micco,Florida,1208.000000,743.000000
Pinellas Park,Florida,1149.000000,743.000000
Alfred,Texas,744.000000,743.000000
Ingleside,Texas,765.000000,743.000000
Freer,Texas,727.000000,743.000000
Bloomingdale,Florida,1161.000000,743.000000
Bartow,Florida,1173.000000,742.000000
Progress Village,Florida,1158.000000,742.000000
Amargosa,Texas,741.000000,742.000000
Owl Ranch,Texas,741.000000,742.000000
South La Paloma,Texas,745.000000,742.000000
Aransas Pass,Texas,768.000000,742.000000
Portland,Texas,762.000000,742.000000
Ridgecrest,Florida,1146.000000,742.000000
Los Huisaches,Texas,704.000000,742.000000
Indian Rocks Beach,Florida,1145.000000,742.000000
Mulberry,Florida,1168.000000,742.000000
Feather Sound,Florida,1149.000000,742.000000
South Highpoint,Florida,1148.000000,741.000000
Harbor Bluffs,Florida,1146.000000,741.000000
Largo,Florida,1147.000000,741.000000
