Palm Springs North,Florida,25.9351,-80.3339,1213.000000,809.000000
Sunny Isles Beach,Florida,25.9385,-80.1246,1219.000000,808.000000
Country Club,Florida,25.9407,-80.3102,1214.000000,808.000000
Miami Gardens,Florida,25.9433,-80.2426,1216.000000,808.000000
Ojus,Florida,25.9563,-80.1606,1218.000000,808.000000
Aventura,Florida,25.9565,-80.1372,1219.000000,808.000000
Ives Estates,Florida,25.9632,-80.183,1217.000000,808.000000
Golden Beach,Florida,25.966,-80.121,1219.000000,807.000000
Cameron Park,Texas,25.9705,-97.4775,759.000000,807.000000
Miramar,Florida,25.9773,-80.3351,1213.000000,807.000000
West Park,Florida,25.984,-80.1923,1217.000000,807.000000
Pembroke Park,Florida,25.9852,-80.1777,1218.000000,807.000000
Hallandale Beach,Florida,25.9854,-80.1423,1219.000000,807.000000
San Pedro,Texas,25.9815,-97.5882,756.000000,807.000000
Brownsville,Texas,25.998,-97.4565,760.000000,806.000000
Pembroke Pines,Florida,26.0128,-80.3382,1213.000000,806.000000
Olmito,Texas,26.0232,-97.5379,757.000000,805.000000
Hollywood,Florida,26.0294,-80.1679,1218.000000,805.000000
Encantada-Ranchito-El Calaboz,Texas,26.0333,-97.6331,755.000000,805.000000
Rancho Viejo,Texas,26.0361,-97.5568,757.000000,805.000000
Cooper City,Florida,26.0463,-80.2862,1215.000000,805.000000
Southwest Ranches,Florida,26.0476,-80.375,1212.000000,805.000000
Los Indios,Texas,26.0493,-97.7351,752.000000,805.000000
La Paloma,Texas,26.0518,-97.6552,754.000000,804.000000
Dania Beach,Florida,26.0594,-80.1637,1218.000000,804.000000
Port Isabel,Texas,26.054,-97.2505,765.000000,804.000000
Del Mar Heights,Texas,26.0566,-97.4235,760.000000,804.000000
Progreso Lakes,Texas,26.0712,-97.9587,746.000000,804.000000
Bluetown,Texas,26.0734,-97.8199,749.000000,804.000000
Iglesia Antigua,Texas,26.0749,-97.8342,749.000000,804.000000
Davie,Florida,26.0789,-80.287,1215.000000,804.000000
Santa Maria,Texas,26.0767,-97.8464,749.000000,804.000000
Chula Vista,Texas,26.0739,-97.4397,760.000000,804.000000
Orason,Texas,26.0742,-97.4458,760.000000,804.000000
Los Fresnos,Texas,26.075,-97.4877,759.000000,804.000000
Verona Walk,Florida,26.0839,-81.6794,1176.000000,803.000000
Relampago,Texas,26.0851,-97.9059,747.000000,803.000000
Lely Resort,Florida,26.0889,-81.7031,1175.000000,803.000000
Naples Manor,Florida,26.0892,-81.7254,1175.000000,803.000000
Laguna Heights,Texas,26.081,-97.2592,765.000000,803.000000
Lago,Texas,26.0885,-97.6132,755.000000,803.000000
Indian Lake,Texas,26.0877,-97.5027,758.000000,803.000000
Progreso,Texas,26.0962,-97.9566,746.000000,803.000000
Broadview Park,Florida,26.0979,-80.2088,1217.000000,803.000000
Weston,Florida,26.1006,-80.4054,1211.000000,803.000000
Lely,Florida,26.1032,-81.7297,1175.000000,803.000000
Rangerville,Texas,26.105,-97.7373,752.000000,803.000000
Hidalgo,Texas,26.109,-98.2463,738.000000,803.000000
Laguna Vista,Texas,26.1075,-97.2967,764.000000,802.000000
El Camino Angosto,Texas,26.1115,-97.6438,754.000000,802.000000
Laureles,Texas,26.1168,-97.4875,759.000000,802.000000
Boulevard Gardens,Florida,26.1252,-80.1822,1217.000000,802.000000
Plantation,Florida,26.126,-80.2617,1215.000000,802.000000
Green Valley Farms,Texas,26.1219,-97.561,757.000000,802.000000
Washington Park,Florida,26.1304,-80.1801,1218.000000,802.000000
South Padre Island,Texas,26.1218,-97.1703,767.000000,802.000000
Villa Verde,Texas,26.1303,-97.9956,745.000000,802.000000
Llano Grande,Texas,26.1309,-97.9687,745.000000,802.000000
San Benito,Texas,26.1298,-97.644,754.000000,802.000000
Franklin Park,Florida,26.134,-80.1762,1218.000000,802.000000
Scissors,Texas,26.1333,-98.0476,743.000000,802.000000
Granjeno,Texas,26.1377,-98.3026,736.000000,802.000000
Bayview,Texas,26.1324,-97.397,761.000000,802.000000
Roosevelt Gardens,Florida,26.1406,-80.181,1217.000000,802.000000
Fort Lauderdale,Florida,26.1412,-80.1464,1218.000000,802.000000
Bixby,Texas,26.14,-97.8562,748.000000,801.000000
Donna,Texas,26.1467,-98.0559,743.000000,801.000000
Naples,Florida,26.1504,-81.7936,1173.000000,801.000000
South Alamo,Texas,26.1518,-98.1079,742.000000,801.000000
Sunrise,Florida,26.1547,-80.2997,1214.000000,801.000000
Mercedes,Texas,26.1533,-97.9129,747.000000,801.000000
Lazy Lake,Florida,26.1563,-80.1452,1218.000000,801.000000
La Feria,Texas,26.1544,-97.8255,749.000000,801.000000
Midway South,Texas,26.1567,-98.0209,744.000000,801.000000
Wilton Manors,Florida,26.1593,-80.1395,1219.000000,801.000000
Lauderhill,Florida,26.1605,-80.2242,1216.000000,801.000000
Weslaco,Texas,26.1648,-97.9898,745.000000,801.000000
Lauderdale Lakes,Florida,26.1682,-80.2017,1217.000000,801.000000
Pharr,Texas,26.1685,-98.1904,739.000000,801.000000
Solis,Texas,26.1708,-97.8441,749.000000,800.000000
Oakland Park,Florida,26.178,-80.1528,1218.000000,800.000000
La Feria North,Texas,26.1778,-97.8232,749.000000,800.000000
Alamo,Texas,26.1811,-98.1177,741.000000,800.000000
Golden Gate,Florida,26.1844,-81.7031,1175.000000,800.000000
Heidelberg,Texas,26.1831,-97.885,748.000000,800.000000
Midway North,Texas,26.1872,-98.0188,744.000000,800.000000
San Juan,Texas,26.1903,-98.152,740.000000,800.000000
Arroyo Colorado Estates,Texas,26.1864,-97.6113,755.000000,800.000000
Lozano,Texas,26.1896,-97.5437,757.000000,800.000000
Harlingen,Texas,26.1917,-97.6976,753.000000,800.000000
Villa del Sol,Texas,26.1915,-97.5782,756.000000,800.000000
Lauderdale-by-the-Sea,Florida,26.199,-80.0972,1220.000000,800.000000
Sea Ranch Lakes,Florida,26.2007,-80.0981,1220.000000,799.000000
Ratamosa,Texas,26.2005,-97.8445,749.000000,799.000000
Mission,Texas,26.2041,-98.3251,736.000000,799.000000
Juarez,Texas,26.2009,-97.7296,752.000000,799.000000
Palm Valley,Texas,26.2015,-97.7546,751.000000,799.000000
Tamarac,Florida,26.2056,-80.2542,1215.000000,799.000000
Las Palmas II,Texas,26.2032,-97.7395,752.000000,799.000000
La Tina Ranch,Texas,26.2031,-97.4764,759.000000,799.000000
Arroyo Gardens,Texas,26.2052,-97.5021,758.000000,799.000000
North Lauderdale,Florida,26.2113,-80.2209,1216.000000,799.000000
Indian Hills,Texas,26.2124,-97.9165,747.000000,799.000000
Palmview South,Texas,26.2164,-98.378,734.000000,799.000000
North Alamo,Texas,26.216,-98.1264,741.000000,799.000000
Abram,Texas,26.2182,-98.4181,733.000000,799.000000
Mila Doce,Texas,26.223,-97.9601,746.000000,799.000000
Primera,Texas,26.2237,-97.7528,751.000000,799.000000
McAllen,Texas,26.2273,-98.2471,738.000000,799.000000
Vineyards,Florida,26.2279,-81.728,1175.000000,799.000000
Palmview,Texas,26.2303,-98.3791,734.000000,799.000000
Olivarez,Texas,26.2285,-97.9931,745.000000,799.000000
Pelican Bay,Florida,26.2326,-81.8108,1172.000000,798.000000
Perezville,Texas,26.2396,-98.4023,733.000000,798.000000
Rio Hondo,Texas,26.2347,-97.5817,756.000000,798.000000
Pompano Beach,Florida,26.2428,-80.1312,1219.000000,798.000000
Lopezville,Texas,26.2453,-98.1537,740.000000,798.000000
Margate,Florida,26.2466,-80.2119,1217.000000,798.000000
Combes,Texas,26.2444,-97.7254,752.000000,798.000000
Havana,Texas,26.2507,-98.5091,730.000000,798.000000
Penitas,Texas,26.2508,-98.4426,732.000000,798.000000
La Joya,Texas,26.2518,-98.4699,732.000000,798.000000
Island Walk,Florida,26.2511,-81.711,1175.000000,798.000000
Palmhurst,Texas,26.2583,-98.2953,736.000000,798.000000
Muniz,Texas,26.2578,-98.0897,742.000000,798.000000
Santa Rosa,Texas,26.2562,-97.8253,749.000000,798.000000
Lasana,Texas,26.2585,-97.695,753.000000,797.000000
Naples Park,Florida,26.2633,-81.8094,1172.000000,797.000000
Murillo,Texas,26.2642,-98.1233,741.000000,797.000000
Coral Springs,Florida,26.2702,-80.2591,1215.000000,797.000000
La Grulla,Texas,26.272,-98.6483,727.000000,797.000000
West Sharyland,Texas,26.2718,-98.3404,735.000000,797.000000
Sullivan City,Texas,26.2752,-98.5644,729.000000,797.000000
Tierra Bonita,Texas,26.2727,-97.8276,749.000000,797.000000
La Homa,Texas,26.2773,-98.3579,735.000000,797.000000
Doffing,Texas,26.2788,-98.3856,734.000000,797.000000
Lighthouse Point,Florida,26.2785,-80.0891,1220.000000,797.000000
Nina,Texas,26.2811,-98.581,728.000000,797.000000
Quesada,Texas,26.2819,-98.5819,728.000000,797.000000
Coconut Creek,Florida,26.2803,-80.1842,1217.000000,797.000000
Laguna Seca,Texas,26.2793,-97.9262,747.000000,797.000000
Hillsboro Beach,Florida,26.2837,-80.0796,1220.000000,797.000000
Alton,Texas,26.2884,-98.3098,736.000000,797.000000
Orangetree,Florida,26.2929,-81.5786,1179.000000,796.000000
Buena Vista,Texas,26.2941,-98.6109,728.000000,796.000000
Edcouch,Texas,26.2937,-97.9631,746.000000,796.000000
San Carlos,Texas,26.2957,-98.063,743.000000,796.000000
La Villa,Texas,26.2964,-97.927,747.000000,796.000000
Elsa,Texas,26.2978,-97.9936,745.000000,796.000000
East Alto Bonito,Texas,26.3023,-98.6358,727.000000,796.000000
Longoria,Texas,26.3024,-98.6425,727.000000,796.000000
Pablo Pena,Texas,26.3037,-98.6405,727.000000,796.000000
Rivereno,Texas,26.3052,-98.6398,727.000000,796.000000
Villarreal,Texas,26.3072,-98.6443,727.000000,796.000000
Deerfield Beach,Florida,26.305,-80.1277,1219.000000,796.000000
La Blanca,Texas,26.3048,-98.0286,744.000000,796.000000
E. Lopez,Texas,26.3087,-98.6378,727.000000,796.000000
César Chávez,Texas,26.3118,-98.1117,741.000000,796.000000
West Alto Bonito,Texas,26.3144,-98.6632,726.000000,796.000000
Mikes,Texas,26.3147,-98.6336,727.000000,796.000000
La Paloma Ranchettes,Texas,26.3148,-98.623,727.000000,796.000000
Alto Bonito Heights,Texas,26.3158,-98.6413,727.000000,796.000000
Valle Vista,Texas,26.3161,-98.6546,726.000000,796.000000
Ramirez-Perez,Texas,26.317,-98.6933,725.000000,796.000000
Victoria Vera,Texas,26.3182,-98.6929,725.000000,796.000000
Edinburg,Texas,26.3197,-98.1596,740.000000,795.000000
Yznaga,Texas,26.3188,-97.8153,750.000000,795.000000
Parkland,Florida,26.3218,-80.2533,1216.000000,795.000000
Hillsboro Pines,Florida,26.3253,-80.1947,1217.000000,795.000000
Olivia Lopez de Gutierrez,Texas,26.3276,-98.7167,725.000000,795.000000
Citrus City,Texas,26.3281,-98.3923,734.000000,795.000000
Manuel Garcia,Texas,26.3337,-98.7016,725.000000,795.000000
El Castillo,Texas,26.3349,-98.6384,727.000000,795.000000
Watergate,Florida,26.3359,-80.2126,1217.000000,795.000000
Olmito and Olmito,Texas,26.34,-98.642,727.000000,795.000000
Gutierrez,Texas,26.3401,-98.6315,727.000000,795.000000
El Refugio,Texas,26.3406,-98.7589,724.000000,795.000000
Chaparrito,Texas,26.3408,-98.7354,724.000000,795.000000
Amada Acres,Texas,26.3433,-98.7393,724.000000,795.000000
Camargito,Texas,26.3451,-98.7387,724.000000,795.000000
La Puerta,Texas,26.3468,-98.7504,724.000000,795.000000
La Victoria,Texas,26.3478,-98.6295,727.000000,795.000000
El Chaparral,Texas,26.3489,-98.7673,723.000000,795.000000
Sebastian,Texas,26.3454,-97.7964,750.000000,795.000000
Garza-Salinas II,Texas,26.3519,-98.7595,724.000000,794.000000
B and E,Texas,26.3565,-98.7537,724.000000,794.000000
Bonita Springs,Florida,26.3559,-81.7861,1173.000000,794.000000
Eugenio Saenz,Texas,26.3582,-98.6331,727.000000,794.000000
Zapata Ranch,Texas,26.357,-97.8243,749.000000,794.000000
Doolittle,Texas,26.3598,-98.1168,741.000000,794.000000
Las Lomas,Texas,26.3638,-98.7747,723.000000,794.000000
Santel,Texas,26.3756,-98.8833,720.000000,794.000000
Boca Raton,Florida,26.3752,-80.108,1220.000000,794.000000
Monte Alto,Texas,26.3744,-97.9727,745.000000,794.000000
La Escondida,Texas,26.3807,-98.8737,720.000000,793.000000
Rio Grande City,Texas,26.3808,-98.8215,722.000000,793.000000
El Quiote,Texas,26.3845,-98.9084,719.000000,793.000000
Los Alvarez,Texas,26.3859,-98.899,720.000000,793.000000
Elias-Fela Solis,Texas,26.3855,-98.6238,727.000000,793.000000
Palo Blanco,Texas,26.3875,-98.9024,720.000000,793.000000
Mi Ranchito Estate,Texas,26.3878,-98.8733,720.000000,793.000000
Los Barreras,Texas,26.3911,-98.9184,719.000000,793.000000
Campo Verde,Texas,26.3916,-98.914,719.000000,793.000000
Barrera,Texas,26.3925,-98.8985,720.000000,793.000000
Fernando Salinas,Texas,26.3979,-98.8311,722.000000,793.000000
Ranchitos del Norte,Texas,26.4003,-98.8715,720.000000,793.000000
Flor del Rio,Texas,26.4013,-98.9015,720.000000,793.000000
La Rosita,Texas,26.402,-98.9326,719.000000,793.000000
San Fernando,Texas,26.4033,-98.8351,721.000000,793.000000
La Chuparosa,Texas,26.4037,-98.9268,719.000000,793.000000
El Rancho Vela,Texas,26.4038,-98.7691,723.000000,793.000000
Benjamin Perez,Texas,26.406,-98.8997,720.000000,793.000000
Airport Heights,Texas,26.4087,-98.8366,721.000000,793.000000
Guadalupe Guerra,Texas,26.4108,-99.0819,715.000000,792.000000
Los Ebanos,Texas,26.4114,-98.9185,719.000000,792.000000
Highland Beach,Florida,26.4088,-80.0661,1221.000000,792.000000
Escobares,Texas,26.412,-98.9599,718.000000,792.000000
Miguel Barrera,Texas,26.412,-98.9216,719.000000,792.000000
Garceno,Texas,26.4124,-98.9405,718.000000,792.000000
Pena,Texas,26.4155,-98.97,718.000000,792.000000
Roma,Texas,26.4166,-99.006,717.000000,792.000000
Loma Vista,Texas,26.4168,-98.9814,717.000000,792.000000
Lyford,Texas,26.4145,-97.7894,750.000000,792.000000
Loma Linda West,Texas,26.4205,-98.9304,719.000000,792.000000
Evergreen,Texas,26.4247,-99.024,716.000000,792.000000
Fronton Ranchettes,Texas,26.4253,-99.0268,716.000000,792.000000
Fronton,Texas,26.4256,-99.0762,715.000000,792.000000
Immokalee,Florida,26.4253,-81.4251,1183.000000,792.000000
Ramos,Texas,26.428,-99.027,716.000000,792.000000
Estero,Florida,26.4277,-81.7951,1173.000000,792.000000
La Esperanza,Texas,26.4313,-98.8923,720.000000,792.000000
North Escobares,Texas,26.4325,-98.9719,718.000000,792.000000
Fort Myers Beach,Florida,26.4324,-81.9168,1169.000000,792.000000
La Carla,Texas,26.4354,-98.7406,724.000000,792.000000
Hargill,Texas,26.4423,-98.0146,744.000000,791.000000
Sanibel,Florida,26.4534,-82.1023,1164.000000,791.000000
Delray Beach,Florida,26.455,-80.0905,1220.000000,791.000000
Lasara,Texas,26.4634,-97.9088,747.000000,791.000000
El Brazil,Texas,26.4686,-98.7269,724.000000,791.000000
Casas,Texas,26.4753,-98.9333,719.000000,790.000000
Three Oaks,Florida,26.4738,-81.796,1173.000000,790.000000
San Carlos Park,Florida,26.4765,-81.8193,1172.000000,790.000000
Raymondville,Texas,26.4759,-97.7769,751.000000,790.000000
Regino Ramirez,Texas,26.488,-98.9338,719.000000,790.000000
Ranchette Estates,Texas,26.4844,-97.822,750.000000,790.000000
Gulf Stream,Florida,26.4894,-80.0573,1221.000000,790.000000
La Minita,Texas,26.5022,-99.0734,715.000000,789.000000
Golf,Florida,26.5043,-80.1092,1220.000000,789.000000
Punta Rassa,Florida,26.5036,-81.9998,1167.000000,789.000000
San Perlita,Texas,26.501,-97.6398,755.000000,789.000000
Briny Breezes,Florida,26.509,-80.0543,1221.000000,789.000000
Salineño,Texas,26.5176,-99.1121,714.000000,789.000000
Harlem Heights,Florida,26.516,-81.9293,1169.000000,789.000000
Iona,Florida,26.516,-81.9601,1168.000000,789.000000
Captiva,Florida,26.5205,-82.191,1162.000000,789.000000
Salineño North,Texas,26.5255,-99.0901,714.000000,789.000000
Boynton Beach,Florida,26.5281,-80.0811,1220.000000,788.000000
Ocean Ridge,Florida,26.5287,-80.0499,1221.000000,788.000000
La Loma de Falcon,Texas,26.537,-99.0961,714.000000,788.000000
Cypress Lake,Florida,26.5391,-81.9,1170.000000,788.000000
Falconaire,Texas,26.5511,-99.1169,714.000000,788.000000
Villas,Florida,26.5504,-81.8679,1171.000000,788.000000
St. James City,Florida,26.5507,-82.098,1164.000000,788.000000
Falcon Heights,Texas,26.5604,-99.1225,713.000000,787.000000
H. Cuellar Estates,Texas,26.5611,-99.1258,713.000000,787.000000
McGregor,Florida,26.5611,-81.9134,1169.000000,787.000000
Manalapan,Florida,26.562,-80.0438,1221.000000,787.000000
Hypoluxo,Florida,26.5634,-80.0531,1221.000000,787.000000
San Castle,Florida,26.5651,-80.0611,1221.000000,787.000000
Linn,Texas,26.5662,-98.1297,741.000000,787.000000
Port Mansfield,Texas,26.5623,-97.4365,760.000000,787.000000
Pine Manor,Florida,26.5727,-81.8775,1170.000000,787.000000
Whiskey Creek,Florida,26.5733,-81.8903,1170.000000,787.000000
Page Park,Florida,26.5782,-81.8615,1171.000000,787.000000
Gateway,Florida,26.5804,-81.7453,1174.000000,787.000000
Lantana,Florida,26.5834,-80.0564,1221.000000,787.000000
Seminole Manor,Florida,26.584,-80.1001,1220.000000,787.000000
South Palm Beach,Florida,26.5899,-80.039,1221.000000,786.000000
Atlantis,Florida,26.5962,-80.1031,1220.000000,786.000000
Lehigh Acres,Florida,26.612,-81.6388,1177.000000,786.000000
Fort Myers,Florida,26.6195,-81.8303,1172.000000,785.000000
Lake Worth,Florida,26.6196,-80.0591,1221.000000,785.000000
Greenacres,Florida,26.6272,-80.1371,1219.000000,785.000000
Kenwood Estates,Florida,26.6276,-80.1151,1219.000000,785.000000
Matlacha,Florida,26.6304,-82.0719,1165.000000,785.000000
Palm Springs,Florida,26.6349,-80.0968,1220.000000,785.000000
Matlacha Isles-Matlacha Shores,Florida,26.634,-82.0589,1165.000000,785.000000
New Falcon,Texas,26.6382,-99.0947,714.000000,785.000000
Pine Island Center,Florida,26.6351,-82.1253,1164.000000,785.000000
Montura,Florida,26.6429,-81.0938,1192.000000,785.000000
Lochmoor Waterway Estates,Florida,26.6437,-81.9098,1170.000000,785.000000
Wellington,Florida,26.6461,-80.2699,1215.000000,784.000000
Cape Coral,Florida,26.6446,-81.9956,1167.000000,784.000000
Acacia Villas,Florida,26.6457,-80.1104,1220.000000,784.000000
Lake Clarke Shores,Florida,26.646,-80.0752,1220.000000,784.000000
Pine Air,Florida,26.6588,-80.1073,1220.000000,784.000000
Buckingham,Florida,26.6615,-81.7399,1174.000000,784.000000
Pineland,Florida,26.6642,-82.1477,1163.000000,784.000000
Glen Ridge,Florida,26.6715,-80.0753,1220.000000,784.000000
South Bay,Florida,26.677,-80.7265,1202.000000,783.000000
Cloud Lake,Florida,26.6743,-80.0731,1221.000000,783.000000
Gun Club Estates,Florida,26.6753,-80.108,1220.000000,783.000000
Tice,Florida,26.6758,-81.8171,1172.000000,783.000000
Royal Palm Estates,Florida,26.6815,-80.1265,1219.000000,783.000000
Bokeelia,Florida,26.68,-82.1409,1163.000000,783.000000
Delmita,Texas,26.6851,-98.4231,733.000000,783.000000
Lake Harbor,Florida,26.6885,-80.8079,1200.000000,783.000000
Lake Belvedere Estates,Florida,26.6888,-80.1371,1219.000000,783.000000
Palmona Park,Florida,26.6892,-81.8946,1170.000000,783.000000
Belle Glade,Florida,26.692,-80.6672,1204.000000,783.000000
Haverhill,Florida,26.6909,-80.1217,1219.000000,783.000000
Palm Beach,Florida,26.6932,-80.0406,1221.000000,783.000000
Stacey Street,Florida,26.6978,-80.1239,1219.000000,783.000000
Westgate,Florida,26.6994,-80.0989,1220.000000,783.000000
Royal Palm Beach,Florida,26.7038,-80.2241,1216.000000,783.000000
Charleston Park,Florida,26.7057,-81.5807,1179.000000,782.000000
Lopeño,Texas,26.712,-99.1008,714.000000,782.000000
Loxahatchee Groves,Florida,26.7106,-80.2763,1215.000000,782.000000
Olga,Florida,26.7113,-81.695,1176.000000,782.000000
San Isidro,Texas,26.7136,-98.4479,732.000000,782.000000
Suncoast Estates,Florida,26.7122,-81.8684,1171.000000,782.000000
Fort Myers Shores,Florida,26.7135,-81.7383,1174.000000,782.000000
Schall Circle,Florida,26.7154,-80.1143,1219.000000,782.000000
Alva,Florida,26.7188,-81.6269,1177.000000,782.000000
LaBelle,Florida,26.7219,-81.4506,1182.000000,782.000000
Pioneer,Florida,26.7258,-81.219,1189.000000,782.000000
North Fort Myers,Florida,26.7243,-81.8491,1171.000000,782.000000
Harlem,Florida,26.7325,-80.9518,1196.000000,782.000000
Fort Denaud,Florida,26.7404,-81.5241,1180.000000,781.000000
West Palm Beach,Florida,26.7468,-80.1316,1219.000000,781.000000
Port LaBelle,Florida,26.7493,-81.3876,1184.000000,781.000000
Clewiston,Florida,26.7529,-80.9399,1196.000000,781.000000
Westlake,Florida,26.7549,-80.2984,1214.000000,781.000000
Mangonia Park,Florida,26.7586,-80.0761,1220.000000,781.000000
Burnt Store Marina,Florida,26.7645,-82.0507,1166.000000,780.000000
The Acreage,Florida,26.7741,-80.2779,1215.000000,780.000000
Palm Beach Shores,Florida,26.7775,-80.0367,1222.000000,780.000000
Riviera Beach,Florida,26.7812,-80.0742,1221.000000,780.000000
Lake Park,Florida,26.7998,-80.068,1221.000000,779.000000
Pahokee,Florida,26.8202,-80.662,1204.000000,779.000000
North Palm Beach,Florida,26.8216,-80.0576,1221.000000,778.000000
Moore Haven,Florida,26.8338,-81.0984,1192.000000,778.000000
Palm Beach Gardens,Florida,26.8466,-80.1679,1218.000000,778.000000
Juno Ridge,Florida,26.8491,-80.062,1221.000000,778.000000
Siesta Shores,Texas,26.8548,-99.2605,710.000000,777.000000
Cabana Colony,Florida,26.8555,-80.0865,1220.000000,777.000000
Canal Point,Florida,26.8625,-80.6223,1205.000000,777.000000
Falcon Mesa,Texas,26.8706,-99.2906,709.000000,777.000000
Falcon Lake Estates,Texas,26.8719,-99.2585,710.000000,777.000000
Juno Beach,Florida,26.8755,-80.0589,1221.000000,777.000000
Rotonda,Florida,26.8845,-82.2791,1159.000000,776.000000
Punta Gorda,Florida,26.8933,-82.0516,1166.000000,776.000000
Zapata,Texas,26.9027,-99.2612,710.000000,776.000000
Charlotte Park,Florida,26.9031,-82.0486,1166.000000,776.000000
Grove City,Florida,26.9071,-82.3258,1158.000000,775.000000
Jupiter,Florida,26.9199,-80.1128,1219.000000,775.000000
Jupiter Farms,Florida,26.9224,-80.2187,1217.000000,775.000000
Manasota Key,Florida,26.9226,-82.3537,1157.000000,775.000000
Medina,Texas,26.929,-99.2614,710.000000,775.000000
Encino,Texas,26.9363,-98.1153,741.000000,775.000000
Solana,Florida,26.9388,-82.0278,1166.000000,775.000000
Limestone Creek,Florida,26.9433,-80.1408,1219.000000,774.000000
Jupiter Inlet Colony,Florida,26.948,-80.0755,1221.000000,774.000000
Cleveland,Florida,26.9529,-81.9925,1167.000000,774.000000
Tequesta,Florida,26.9618,-80.1011,1220.000000,774.000000
Englewood,Florida,26.9603,-82.3535,1157.000000,774.000000
